SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801857_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801857_Homologacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801857_Implantacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801857_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801857_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801857_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801858_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801917.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801917_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801917_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801917_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801917_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200801917_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200802988.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200802988_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200802988_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200802988_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200802988_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900289.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900289_OS003.doc;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900407.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900528.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900544_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900547.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200900597.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200901024.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200901613.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902049_OS004.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902049_OS005.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902049_OS006.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902049_OS011.doc;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902049_OS012.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902370.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902370_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902370_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902370_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902370_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_Homologacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_Implantacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902481_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902731_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902733_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_Implantacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902735_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902769.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902769_OS002.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902818.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_Anterprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_Homologacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_Implantacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902823_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_Anteprojeto.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_Homologacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_Implantacao.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_Planejamento.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_Proj_Tecnico_Cons_Analise.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_Proj_Tecnico_Cons_Prog.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902850_PSN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902898.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902898_OS002.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902975.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902987.DOC;\main\1;2010-07-22
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902987_AAN.DOC;\main\1;2010-07-09
SIBEC_BATCH;SIBEC_BATCH\10-Ger_Subcontratacao\Legado\Pastas_Fora_Padrao\DOCEB124_Caso_Desenvolvimento\DOCEB124_Caso_Desenvolvimento_SIBEC_RJ200902987_Anterprojeto.DOC;\main\1;2010-07-09
